date,mode,origin,destination,operator,available_seats,tickets_sold,avg_fare_toman,revenue_toman,searches,bookings,cancellations
1403-07-15,Train,Tehran,Mashhad,Noor,2255,789,3232442,2550396738,2271,836,46
1403-07-15,Train,Tehran,Mashhad,Bon Rail,2041,714,3291842,2350375188,1981,757,42
1403-07-15,Train,Tehran,Mashhad,Joopar,2061,721,3351242,2416245482,1876,764,42
1403-07-15,Train,Tehran,Mashhad,Rail Seir Kosar,2297,804,3410642,2742156168,2026,852,47
1403-07-15,Bus,Tehran,Shiraz,Seir-o-Safar,1979,1027,1868185,1918625995,2721,1089,60
1403-07-15,Bus,Tehran,Shiraz,Iran Peyma,1934,1270,1903825,2417857750,3579,1346,74
1403-07-15,Bus,Tehran,Shiraz,Royal Safar,1740,961,1939465,1863825865,2766,1019,56
1403-07-15,Bus,Tehran,Shiraz,Ham-o-Safar,1574,1125,1975105,2221993125,3121,1193,66
1403-07-15,Train,Tehran,Shiraz,RAJA,2565,898,2641878,2372406444,2379,952,52
1403-07-15,Train,Tehran,Shiraz,Fadak,2507,877,2692278,2361127806,2472,930,51
1403-07-15,Train,Tehran,Shiraz,Noor,2255,789,2742678,2163972942,2271,836,46
1403-07-15,Train,Tehran,Shiraz,Bon Rail,2041,714,2793078,1994257692,1981,757,42
1403-07-15,Train,Tehran,Shiraz,Joopar,2061,721,2843478,2050147638,1876,764,42
1403-07-15,Bus,Tehran,Isfahan,Seir-o-Safar,1979,1118,1420010,1587571180,2962,1185,65
1403-07-15,Bus,Tehran,Isfahan,Iran Peyma,1934,990,1447100,1432629000,2790,1049,58
1403-07-15,Bus,Tehran,Isfahan,Royal Safar,1740,1107,1474190,1631928330,3186,1173,65
1403-07-15,Bus,Tehran,Isfahan,Ham-o-Safar,1574,848,1501280,1273085440,2353,899,49
1403-07-15,Train,Tehran,Isfahan,RAJA,2565,898,2052173,1842851354,2379,952,52
1403-07-15,Train,Tehran,Isfahan,Fadak,2507,877,2091323,1834090271,2472,930,51
1403-07-15,Train,Tehran,Isfahan,Noor,2255,789,2130473,1680943197,2271,836,46
1403-07-15,Train,Tehran,Isfahan,Bon Rail,2041,714,2169623,1549110822,1981,757,42
1403-07-15,Train,Tehran,Isfahan,Joopar,2061,721,2208773,1592525333,1876,764,42
1403-07-15,Bus,Tehran,Tabriz,Seir-o-Safar,1979,985,1778550,1751871750,2610,1044,57
1403-07-15,Bus,Tehran,Tabriz,Iran Peyma,1934,1066,1812480,1932103680,3004,1130,62
1403-07-15,Bus,Tehran,Tabriz,Royal Safar,1740,892,1846410,1646997720,2567,946,52
1403-07-15,Bus,Tehran,Tabriz,Ham-o-Safar,1574,980,1880340,1842733200,2719,1039,57
1403-07-15,Train,Tehran,Tabriz,RAJA,2565,898,2523937,2266495426,2379,952,52
1403-07-15,Train,Tehran,Tabriz,Fadak,2507,877,2572087,2255720299,2472,930,51
1403-07-15,Train,Tehran,Tabriz,Noor,2255,789,2620237,2067366993,2271,836,46
1403-07-15,Train,Tehran,Tabriz,Bon Rail,2041,714,2668387,1905228318,1981,757,42
1403-07-15,Train,Tehran,Tabriz,Joopar,2061,721,2716537,1958623177,1876,764,42
1403-07-15,Bus,Tehran,Rasht,Seir-o-Safar,1979,920,1204885,1108494200,2438,975,54
1403-07-15,Bus,Tehran,Rasht,Iran Peyma,1934,965,1227871,1184895515,2720,1023,56
1403-07-15,Bus,Tehran,Rasht,Royal Safar,1740,930,1250857,1163297010,2677,986,54
1403-07-15,Bus,Tehran,Rasht,Ham-o-Safar,1574,805,1273843,1025443615,2233,853,47
1403-07-15,Train,Tehran,Rasht,RAJA,2565,898,1769115,1588665270,2379,952,52
1403-07-15,Train,Tehran,Rasht,Fadak,2507,877,1802865,1581112605,2472,930,51
1403-07-15,Train,Tehran,Rasht,Noor,2255,789,1836615,1449089235,2271,836,46
1403-07-15,Train,Tehran,Rasht,Bon Rail,2041,714,1870365,1335440610,1981,757,42
1403-07-15,Train,Tehran,Rasht,Joopar,2061,721,1904115,1372866915,1876,764,42
1403-07-15,Bus,Tehran,Ahvaz,Seir-o-Safar,1979,933,2083310,1943728230,2472,989,54
1403-07-15,Bus,Tehran,Ahvaz,Iran Peyma,1934,853,2123054,1810965062,2404,904,50
1403-07-15,Bus,Tehran,Ahvaz,Royal Safar,1740,849,2162798,1836215502,2443,900,50
1403-07-15,Bus,Tehran,Ahvaz,Ham-o-Safar,1574,795,2202542,1751020890,2205,843,46
1403-07-15,Train,Tehran,Ahvaz,RAJA,2565,898,2924937,2626593426,2379,952,52
1403-07-15,Train,Tehran,Ahvaz,Fadak,2507,877,2980737,2614106349,2472,930,51
1403-07-15,Train,Tehran,Ahvaz,Noor,2255,789,3036537,2395827693,2271,836,46
1403-07-15,Train,Tehran,Ahvaz,Bon Rail,2041,714,3092337,2207928618,1981,757,42
1403-07-15,Train,Tehran,Ahvaz,Joopar,2061,721,3148137,2269806777,1876,764,42
1403-07-15,Bus,Tehran,Kerman,Seir-o-Safar,1979,693,2405996,1667355228,1836,735,40
1403-07-15,Bus,Tehran,Kerman,Iran Peyma,1934,802,2451896,1966420592,2260,850,47
1403-07-15,Bus,Tehran,Kerman,Royal Safar,1740,656,2497796,1638554176,1888,695,38
1403-07-15,Bus,Tehran,Kerman,Ham-o-Safar,1574,676,2543696,1719538496,1875,717,39
1403-07-15,Train,Tehran,Kerman,RAJA,2565,898,3349524,3007872552,2379,952,52
1403-07-15,Train,Tehran,Kerman,Fadak,2507,877,3413424,2993572848,2472,930,51
1403-07-15,Train,Tehran,Kerman,Noor,2255,789,3477324,2743608636,2271,836,46
1403-07-15,Train,Tehran,Kerman,Bon Rail,2041,714,3541224,2528433936,1981,757,42
1403-07-15,Train,Tehran,Kerman,Joopar,2061,721,3605124,2599294404,1876,764,42
1403-07-15,Bus,Tehran,Qom,Seir-o-Safar,1979,1313,935980,1228941740,3479,1392,77
1403-07-15,Bus,Tehran,Qom,Iran Peyma,1934,1082,953836,1032050552,3049,1147,63
1403-07-15,Bus,Tehran,Qom,Royal Safar,1740,1233,971692,1198096236,3549,1307,72
1403-07-15,Bus,Tehran,Qom,Ham-o-Safar,1574,988,989548,977673424,2741,1047,58
1403-07-15,Train,Tehran,Qom,RAJA,2565,898,1415292,1270932216,2379,952,52
1403-07-15,Train,Tehran,Qom,Fadak,2507,877,1442292,1264890084,2472,930,51
1403-07-15,Train,Tehran,Qom,Noor,2255,789,1469292,1159271388,2271,836,46
1403-07-15,Train,Tehran,Qom,Bon Rail,2041,714,1496292,1068352488,1981,757,42
1403-07-15,Train,Tehran,Qom,Joopar,2061,721,1523292,1098293532,1876,764,42
1403-07-15,Bus,Mashhad,Isfahan,Seir-o-Safar,1979,693,2316361,1605238173,1836,735,40
1403-07-15,Bus,Mashhad,Isfahan,Iran Peyma,1934,783,2360551,1848311433,2207,830,46
1403-07-15,Bus,Mashhad,Isfahan,Royal Safar,1740,609,2404741,1464487269,1753,646,36
1403-07-15,Bus,Mashhad,Isfahan,Ham-o-Safar,1574,683,2448931,1672619873,1895,724,40
1403-07-15,Train,Mashhad,Isfahan,RAJA,2565,898,3231583,2901961534,2379,952,52
1403-07-15,Train,Mashhad,Isfahan,Fadak,2507,877,3293233,2888165341,2472,930,51
1403-07-15,Train,Mashhad,Isfahan,Noor,2255,789,3354883,2647002687,2271,836,46
1403-07-15,Train,Mashhad,Isfahan,Bon Rail,2041,714,3416533,2439404562,1981,757,42
1403-07-15,Train,Mashhad,Isfahan,Joopar,2061,721,3478183,2507769943,1876,764,42
1403-07-15,Bus,Mashhad,Shiraz,Seir-o-Safar,1979,693,2674902,1853707086,1836,735,40
1403-07-15,Bus,Mashhad,Shiraz,Iran Peyma,1934,677,2725932,1845455964,1908,718,39
1403-07-15,Bus,Mashhad,Shiraz,Royal Safar,1740,617,2776962,1713385554,1776,654,36
1403-07-15,Bus,Mashhad,Shiraz,Ham-o-Safar,1574,551,2827992,1558223592,1529,584,32
1403-07-15,Train,Mashhad,Shiraz,RAJA,2565,898,3703347,3325605606,2379,952,52
1403-07-15,Train,Mashhad,Shiraz,Fadak,2507,877,3773997,3309795369,2472,930,51
1403-07-15,Train,Mashhad,Shiraz,Noor,2255,789,3844647,3033426483,2271,836,46
1403-07-15,Train,Mashhad,Shiraz,Bon Rail,2041,714,3915297,2795522058,1981,757,42
1403-07-15,Train,Mashhad,Shiraz,Joopar,2061,721,3985947,2873867787,1876,764,42
1403-07-15,Bus,Mashhad,Ahvaz,Seir-o-Safar,1979,693,2764537,1915824141,1836,735,40
1403-07-15,Bus,Mashhad,Ahvaz,Iran Peyma,1934,677,2817277,1907296529,1908,718,39
1403-07-15,Bus,Mashhad,Ahvaz,Royal Safar,1740,609,2870017,1747840353,1753,646,36
1403-07-15,Bus,Mashhad,Ahvaz,Ham-o-Safar,1574,551,2922757,1610439107,1529,584,32
1403-07-15,Train,Mashhad,Ahvaz,RAJA,2565,898,3821288,3431516624,2379,952,52
1403-07-15,Train,Mashhad,Ahvaz,Fadak,2507,877,3894188,3415202876,2472,930,51
1403-07-15,Train,Mashhad,Ahvaz,Noor,2255,789,3967088,3130032432,2271,836,46
1403-07-15,Train,Mashhad,Ahvaz,Bon Rail,2041,714,4039988,2884551432,1981,757,42
1403-07-15,Train,Mashhad,Ahvaz,Joopar,2061,721,4112888,2965392248,1876,764,42
1403-07-15,Bus,Isfahan,Shiraz,Seir-o-Safar,1979,822,1294520,1064095440,2178,871,48
1403-07-15,Bus,Isfahan,Shiraz,Iran Peyma,1934,809,1319216,1067245744,2280,858,47
1403-07-15,Bus,Isfahan,Shiraz,Royal Safar,1740,828,1343912,1112759136,2383,878,48
1403-07-15,Bus,Isfahan,Shiraz,Ham-o-Safar,1574,678,1368608,927916224,1881,719,40
1403-07-15,Train,Isfahan,Shiraz,RAJA,2565,898,1887056,1694576288,2379,952,52
1403-07-15,Train,Isfahan,Shiraz,Fadak,2507,877,1923056,1686520112,2472,930,51
1403-07-15,Train,Isfahan,Shiraz,Noor,2255,789,1959056,1545695184,2271,836,46
1403-07-15,Train,Isfahan,Shiraz,Bon Rail,2041,714,1995056,1424469984,1981,757,42
1403-07-15,Train,Isfahan,Shiraz,Joopar,2061,721,2031056,1464391376,1876,764,42
1403-08-15,Bus,Tehran,Mashhad,Seir-o-Safar,1934,1440,2197704,3164693760,4058,1526,84
1403-08-15,Bus,Tehran,Mashhad,Iran Peyma,1740,1282,2240184,2871915888,3690,1359,75
1403-08-15,Bus,Tehran,Mashhad,Royal Safar,1574,1205,2282664,2750610120,3343,1277,70
1403-08-15,Bus,Tehran,Mashhad,Ham-o-Safar,1590,1341,2325144,3118018104,3489,1421,78
1403-08-15,Train,Tehran,Mashhad,RAJA,2507,877,3073060,2695073620,2472,930,51
1403-08-15,Train,Tehran,Mashhad,Fadak,2255,789,3132460,2471510940,2271,836,46
1403-08-15,Train,Tehran,Mashhad,Noor,2041,714,3191860,2278988040,1981,757,42
1403-08-15,Train,Tehran,Mashhad,Bon Rail,2061,721,3251260,2344158460,1876,764,42
1403-08-15,Train,Tehran,Mashhad,Joopar,2297,804,3310660,2661770640,2026,852,47
1403-08-15,Train,Tehran,Mashhad,Rail Seir Kosar,2532,886,3370060,2985873160,2307,939,52
1403-08-15,Bus,Tehran,Shiraz,Seir-o-Safar,1934,1295,1843836,2387767620,3650,1373,76
1403-08-15,Bus,Tehran,Shiraz,Iran Peyma,1740,1005,1879476,1888873380,2892,1065,59
1403-08-15,Bus,Tehran,Shiraz,Royal Safar,1574,1169,1915116,2238770604,3243,1239,68
1403-08-15,Bus,Tehran,Shiraz,Ham-o-Safar,1590,986,1950756,1923445416,2566,1045,57
1403-08-15,Train,Tehran,Shiraz,RAJA,2507,877,2607445,2286729265,2472,930,51
1403-08-15,Train,Tehran,Shiraz,Fadak,2255,789,2657845,2097039705,2271,836,46
1403-08-15,Train,Tehran,Shiraz,Noor,2041,714,2708245,1933686930,1981,757,42
1403-08-15,Train,Tehran,Shiraz,Bon Rail,2061,721,2758645,1988983045,1876,764,42
1403-08-15,Train,Tehran,Shiraz,Joopar,2297,804,2809045,2258472180,2026,852,47
1403-08-15,Bus,Tehran,Isfahan,Seir-o-Safar,1934,1055,1401502,1478584610,2973,1118,61
1403-08-15,Bus,Tehran,Isfahan,Iran Peyma,1740,1126,1428592,1608594592,3241,1194,66
1403-08-15,Bus,Tehran,Isfahan,Royal Safar,1574,893,1455682,1299924026,2477,947,52
1403-08-15,Bus,Tehran,Isfahan,Ham-o-Safar,1590,1145,1482772,1697773940,2979,1214,67
1403-08-15,Train,Tehran,Isfahan,RAJA,2507,877,2025426,1776298602,2472,930,51
1403-08-15,Train,Tehran,Isfahan,Fadak,2255,789,2064576,1628950464,2271,836,46
1403-08-15,Train,Tehran,Isfahan,Noor,2041,714,2103726,1502060364,1981,757,42
1403-08-15,Train,Tehran,Isfahan,Bon Rail,2061,721,2142876,1545013596,1876,764,42
1403-08-15,Train,Tehran,Isfahan,Joopar,2297,804,2182026,1754348904,2026,852,47
1403-08-15,Bus,Tehran,Tabriz,Seir-o-Safar,1934,1068,1755369,1874734092,3010,1132,62
1403-08-15,Bus,Tehran,Tabriz,Iran Peyma,1740,954,1789299,1706991246,2746,1011,56
1403-08-15,Bus,Tehran,Tabriz,Royal Safar,1574,994,1823229,1812289626,2758,1054,58
1403-08-15,Bus,Tehran,Tabriz,Ham-o-Safar,1590,899,1857159,1669585941,2339,953,52
1403-08-15,Train,Tehran,Tabriz,RAJA,2507,877,2491041,2184642957,2472,930,51
1403-08-15,Train,Tehran,Tabriz,Fadak,2255,789,2539191,2003421699,2271,836,46
1403-08-15,Train,Tehran,Tabriz,Noor,2041,714,2587341,1847361474,1981,757,42
1403-08-15,Train,Tehran,Tabriz,Bon Rail,2061,721,2635491,1900189011,1876,764,42
1403-08-15,Train,Tehran,Tabriz,Joopar,2297,804,2683641,2157647364,2026,852,47
1403-08-15,Bus,Tehran,Rasht,Seir-o-Safar,1934,1033,1189181,1228423973,2911,1095,60
1403-08-15,Bus,Tehran,Rasht,Iran Peyma,1740,933,1212167,1130951811,2685,989,54
1403-08-15,Bus,Tehran,Rasht,Royal Safar,1574,864,1235153,1067172192,2397,916,50
1403-08-15,Bus,Tehran,Rasht,Ham-o-Safar,1590,975,1258139,1226685525,2537,1034,57
1403-08-15,Train,Tehran,Rasht,RAJA,2507,877,1746057,1531291989,2472,930,51
1403-08-15,Train,Tehran,Rasht,Fadak,2255,789,1779807,1404267723,2271,836,46
1403-08-15,Train,Tehran,Rasht,Noor,2041,714,1813557,1294879698,1981,757,42
1403-08-15,Train,Tehran,Rasht,Bon Rail,2061,721,1847307,1331908347,1876,764,42
1403-08-15,Train,Tehran,Rasht,Joopar,2297,804,1881057,1512369828,2026,852,47
1403-08-15,Bus,Tehran,Ahvaz,Seir-o-Safar,1934,856,2056157,1760070392,2412,907,50
1403-08-15,Bus,Tehran,Ahvaz,Iran Peyma,1740,908,2095901,1903078108,2613,962,53
1403-08-15,Bus,Tehran,Ahvaz,Royal Safar,1574,798,2135645,1704244710,2214,846,47
1403-08-15,Bus,Tehran,Ahvaz,Ham-o-Safar,1590,852,2175389,1853431428,2217,903,50
1403-08-15,Train,Tehran,Ahvaz,RAJA,2507,877,2886814,2531735878,2472,930,51
1403-08-15,Train,Tehran,Ahvaz,Fadak,2255,789,2942614,2321722446,2271,836,46
1403-08-15,Train,Tehran,Ahvaz,Noor,2041,714,2998414,2140867596,1981,757,42
1403-08-15,Train,Tehran,Ahvaz,Bon Rail,2061,721,3054214,2202088294,1876,764,42
1403-08-15,Train,Tehran,Ahvaz,Joopar,2297,804,3110014,2500451256,2026,852,47
1403-08-15,Bus,Tehran,Kerman,Seir-o-Safar,1934,845,2374638,2006569110,2381,896,49
1403-08-15,Bus,Tehran,Kerman,Iran Peyma,1740,661,2420538,1599975618,1902,701,39
1403-08-15,Bus,Tehran,Kerman,Royal Safar,1574,723,2466438,1783234674,2006,766,42
1403-08-15,Bus,Tehran,Kerman,Ham-o-Safar,1590,687,2512338,1725976206,1788,728,40
1403-08-15,Train,Tehran,Kerman,RAJA,2507,877,3305868,2899246236,2472,930,51
1403-08-15,Train,Tehran,Kerman,Fadak,2255,789,3369768,2658746952,2271,836,46
1403-08-15,Train,Tehran,Kerman,Noor,2041,714,3433668,2451638952,1981,757,42
1403-08-15,Train,Tehran,Kerman,Bon Rail,2061,721,3497568,2521746528,1876,764,42
1403-08-15,Train,Tehran,Kerman,Joopar,2297,804,3561468,2863420272,2026,852,47
1403-08-15,Bus,Tehran,Qom,Seir-o-Safar,1934,1112,923781,1027244472,3134,1179,65
1403-08-15,Bus,Tehran,Qom,Iran Peyma,1740,1296,941637,1220361552,3730,1374,76
1403-08-15,Bus,Tehran,Qom,Royal Safar,1574,1002,959493,961411986,2780,1062,58
1403-08-15,Bus,Tehran,Qom,Ham-o-Safar,1590,1249,977349,1220708901,3250,1324,73
1403-08-15,Train,Tehran,Qom,RAJA,2507,877,1396846,1225033942,2472,930,51
1403-08-15,Train,Tehran,Qom,Fadak,2255,789,1423846,1123414494,2271,836,46
1403-08-15,Train,Tehran,Qom,Noor,2041,714,1450846,1035904044,1981,757,42
1403-08-15,Train,Tehran,Qom,Bon Rail,2061,721,1477846,1065526966,1876,764,42
1403-08-15,Train,Tehran,Qom,Joopar,2297,804,1504846,1209896184,2026,852,47
1403-08-15,Bus,Mashhad,Isfahan,Seir-o-Safar,1934,805,2286171,1840367655,2269,853,47
1403-08-15,Bus,Mashhad,Isfahan,Iran Peyma,1740,611,2330361,1423850571,1759,648,36
1403-08-15,Bus,Mashhad,Isfahan,Royal Safar,1574,716,2374551,1700178516,1986,759,42
1403-08-15,Bus,Mashhad,Isfahan,Ham-o-Safar,1590,610,2418741,1475432010,1587,647,36
1403-08-15,Train,Mashhad,Isfahan,RAJA,2507,877,3189464,2797159928,2472,930,51
1403-08-15,Train,Mashhad,Isfahan,Fadak,2255,789,3251114,2565128946,2271,836,46
1403-08-15,Train,Mashhad,Isfahan,Noor,2041,714,3312764,2365313496,1981,757,42
1403-08-15,Train,Mashhad,Isfahan,Bon Rail,2061,721,3374414,2432952494,1876,764,42
1403-08-15,Train,Mashhad,Isfahan,Joopar,2297,804,3436064,2762595456,2026,852,47
1403-08-15,Bus,Mashhad,Shiraz,Seir-o-Safar,1934,677,2640038,1787305726,1908,718,39
1403-08-15,Bus,Mashhad,Shiraz,Iran Peyma,1740,632,2691068,1700754976,1819,670,37
1403-08-15,Bus,Mashhad,Shiraz,Royal Safar,1574,551,2742098,1510895998,1529,584,32
1403-08-15,Bus,Mashhad,Shiraz,Ham-o-Safar,1590,634,2793128,1770843152,1650,672,37
1403-08-15,Train,Mashhad,Shiraz,RAJA,2507,877,3655079,3205504283,2472,930,51
1403-08-15,Train,Mashhad,Shiraz,Fadak,2255,789,3725729,2939600181,2271,836,46
1403-08-15,Train,Mashhad,Shiraz,Noor,2041,714,3796379,2710614606,1981,757,42
1403-08-15,Train,Mashhad,Shiraz,Bon Rail,2061,721,3867029,2788127909,1876,764,42
1403-08-15,Train,Mashhad,Shiraz,Joopar,2297,804,3937679,3165893916,2026,852,47
1403-08-15,Bus,Mashhad,Ahvaz,Seir-o-Safar,1934,677,2728505,1847197885,1908,718,39
1403-08-15,Bus,Mashhad,Ahvaz,Iran Peyma,1740,609,2781245,1693778205,1753,646,36
1403-08-15,Bus,Mashhad,Ahvaz,Royal Safar,1574,551,2833985,1561525735,1529,584,32
1403-08-15,Bus,Mashhad,Ahvaz,Ham-o-Safar,1590,557,2886725,1607905825,1449,590,32
1403-08-15,Train,Mashhad,Ahvaz,RAJA,2507,877,3771483,3307590591,2472,930,51
1403-08-15,Train,Mashhad,Ahvaz,Fadak,2255,789,3844383,3033218187,2271,836,46
1403-08-15,Train,Mashhad,Ahvaz,Noor,2041,714,3917283,2796940062,1981,757,42
1403-08-15,Train,Mashhad,Ahvaz,Bon Rail,2061,721,3990183,2876921943,1876,764,42
1403-08-15,Train,Mashhad,Ahvaz,Joopar,2297,804,4063083,3266718732,2026,852,47
1403-08-15,Bus,Isfahan,Shiraz,Seir-o-Safar,1934,867,1277648,1107720816,2443,919,51
1403-08-15,Bus,Isfahan,Shiraz,Iran Peyma,1740,833,1302344,1084852552,2397,883,49
1403-08-15,Bus,Isfahan,Shiraz,Royal Safar,1574,725,1327040,962104000,2011,769,42
1403-08-15,Bus,Isfahan,Shiraz,Ham-o-Safar,1590,864,1351736,1167899904,2248,916,50
1403-08-15,Train,Isfahan,Shiraz,RAJA,2507,877,1862461,1633378297,2472,930,51
1403-08-15,Train,Isfahan,Shiraz,Fadak,2255,789,1898461,1497885729,2271,836,46
1403-08-15,Train,Isfahan,Shiraz,Noor,2041,714,1934461,1381205154,1981,757,42
1403-08-15,Train,Isfahan,Shiraz,Bon Rail,2061,721,1970461,1420702381,1876,764,42
1403-08-15,Train,Isfahan,Shiraz,Joopar,2297,804,2006461,1613194644,2026,852,47
1403-09-15,Bus,Tehran,Mashhad,Seir-o-Safar,1740,1078,2173749,2343301422,3103,1143,63
1403-09-15,Bus,Tehran,Mashhad,Iran Peyma,1574,1086,2216229,2406824694,3013,1151,63
1403-09-15,Bus,Tehran,Mashhad,Royal Safar,1590,1132,2258709,2556858588,2946,1200,66
1403-09-15,Bus,Tehran,Mashhad,Ham-o-Safar,1772,1252,2301189,2881088628,3155,1327,73
1403-09-15,Train,Tehran,Mashhad,RAJA,2255,789,3039564,2398215996,2271,836,46
1403-09-15,Train,Tehran,Mashhad,Fadak,2041,714,3098964,2212660296,1981,757,42
1403-09-15,Train,Tehran,Mashhad,Noor,2061,721,3158364,2277180444,1876,764,42
1403-09-15,Train,Tehran,Mashhad,Bon Rail,2297,804,3217764,2587082256,2026,852,47
1403-09-15,Train,Tehran,Mashhad,Joopar,2532,886,3277164,2903567304,2307,939,52
1403-09-15,Train,Tehran,Mashhad,Rail Seir Kosar,2550,893,3336564,2979551652,2479,947,52
1403-09-15,Bus,Tehran,Shiraz,Seir-o-Safar,1740,892,1823738,1626774296,2567,946,52
1403-09-15,Bus,Tehran,Shiraz,Iran Peyma,1574,1009,1859378,1876112402,2799,1070,59
1403-09-15,Bus,Tehran,Shiraz,Royal Safar,1590,862,1895018,1633505516,2243,914,50
1403-09-15,Bus,Tehran,Shiraz,Ham-o-Safar,1772,1243,1930658,2399807894,3132,1318,72
1403-09-15,Train,Tehran,Shiraz,RAJA,2255,789,2579024,2034849936,2271,836,46
1403-09-15,Train,Tehran,Shiraz,Fadak,2041,714,2629424,1877408736,1981,757,42
1403-09-15,Train,Tehran,Shiraz,Noor,2061,721,2679824,1932153104,1876,764,42
1403-09-15,Train,Tehran,Shiraz,Bon Rail,2297,804,2730224,2195100096,2026,852,47
1403-09-15,Train,Tehran,Shiraz,Joopar,2532,886,2780624,2463632864,2307,939,52
1403-09-15,Bus,Tehran,Isfahan,Seir-o-Safar,1740,954,1386225,1322458650,2746,1011,56
1403-09-15,Bus,Tehran,Isfahan,Iran Peyma,1574,797,1413315,1126412055,2211,845,46
1403-09-15,Bus,Tehran,Isfahan,Royal Safar,1590,986,1440405,1420239330,2566,1045,57
1403-09-15,Bus,Tehran,Isfahan,Ham-o-Safar,1772,939,1467495,1377977805,2366,995,55
1403-09-15,Train,Tehran,Isfahan,RAJA,2255,789,2003349,1580642361,2271,836,46
1403-09-15,Train,Tehran,Isfahan,Fadak,2041,714,2042499,1458344286,1981,757,42
1403-09-15,Train,Tehran,Isfahan,Noor,2061,721,2081649,1500868929,1876,764,42
1403-09-15,Train,Tehran,Isfahan,Bon Rail,2297,804,2120799,1705122396,2026,852,47
1403-09-15,Train,Tehran,Isfahan,Joopar,2532,886,2159949,1913714814,2307,939,52
1403-09-15,Bus,Tehran,Tabriz,Seir-o-Safar,1740,859,1736236,1491426724,2472,911,50
1403-09-15,Bus,Tehran,Tabriz,Iran Peyma,1574,841,1770166,1488709606,2333,891,49
1403-09-15,Bus,Tehran,Tabriz,Royal Safar,1590,807,1804096,1455905472,2100,855,47
1403-09-15,Bus,Tehran,Tabriz,Ham-o-Safar,1772,1073,1838026,1972201898,2704,1137,63
1403-09-15,Train,Tehran,Tabriz,RAJA,2255,789,2463889,1944008421,2271,836,46
1403-09-15,Train,Tehran,Tabriz,Fadak,2041,714,2512039,1793595846,1981,757,42
1403-09-15,Train,Tehran,Tabriz,Noor,2061,721,2560189,1845896269,1876,764,42
1403-09-15,Train,Tehran,Tabriz,Bon Rail,2297,804,2608339,2097104556,2026,852,47
1403-09-15,Train,Tehran,Tabriz,Joopar,2532,886,2656489,2353649254,2307,939,52
1403-09-15,Bus,Tehran,Rasht,Seir-o-Safar,1740,784,1176219,922155696,2256,831,46
1403-09-15,Bus,Tehran,Rasht,Iran Peyma,1574,779,1199205,934180695,2161,826,45
1403-09-15,Bus,Tehran,Rasht,Royal Safar,1590,824,1222191,1007085384,2144,873,48
1403-09-15,Bus,Tehran,Rasht,Ham-o-Safar,1772,898,1245177,1118168946,2263,952,52
1403-09-15,Train,Tehran,Rasht,RAJA,2255,789,1727025,1362622725,2271,836,46
1403-09-15,Train,Tehran,Rasht,Fadak,2041,714,1760775,1257193350,1981,757,42
1403-09-15,Train,Tehran,Rasht,Noor,2061,721,1794525,1293852525,1876,764,42
1403-09-15,Train,Tehran,Rasht,Bon Rail,2297,804,1828275,1469933100,2026,852,47
1403-09-15,Train,Tehran,Rasht,Joopar,2532,886,1862025,1649754150,2307,939,52
1403-09-15,Bus,Tehran,Ahvaz,Seir-o-Safar,1740,811,2033745,1649367195,2334,860,47
1403-09-15,Bus,Tehran,Ahvaz,Iran Peyma,1574,672,2073489,1393384608,1864,712,39
1403-09-15,Bus,Tehran,Ahvaz,Royal Safar,1590,769,2113233,1625076177,2001,815,45
1403-09-15,Bus,Tehran,Ahvaz,Ham-o-Safar,1772,867,2152977,1866631059,2185,919,51
1403-09-15,Train,Tehran,Ahvaz,RAJA,2255,789,2855348,2252869572,2271,836,46
1403-09-15,Train,Tehran,Ahvaz,Fadak,2041,714,2911148,2078559672,1981,757,42
1403-09-15,Train,Tehran,Ahvaz,Noor,2061,721,2966948,2139169508,1876,764,42
1403-09-15,Train,Tehran,Ahvaz,Bon Rail,2297,804,3022748,2430289392,2026,852,47
1403-09-15,Train,Tehran,Ahvaz,Joopar,2532,886,3078548,2727593528,2307,939,52
1403-09-15,Bus,Tehran,Kerman,Seir-o-Safar,1740,609,2348754,1430391186,1753,646,36
1403-09-15,Bus,Tehran,Kerman,Iran Peyma,1574,644,2394654,1542157176,1787,683,38
1403-09-15,Bus,Tehran,Kerman,Royal Safar,1590,581,2440554,1417961874,1512,616,34
1403-09-15,Bus,Tehran,Kerman,Ham-o-Safar,1772,754,2486454,1874786316,1900,799,44
1403-09-15,Train,Tehran,Kerman,RAJA,2255,789,3269834,2579899026,2271,836,46
1403-09-15,Train,Tehran,Kerman,Fadak,2041,714,3333734,2380286076,1981,757,42
1403-09-15,Train,Tehran,Kerman,Noor,2061,721,3397634,2449694114,1876,764,42
1403-09-15,Train,Tehran,Kerman,Bon Rail,2297,804,3461534,2783073336,2026,852,47
1403-09-15,Train,Tehran,Kerman,Joopar,2532,886,3525434,3123534524,2307,939,52
1403-09-15,Bus,Tehran,Qom,Seir-o-Safar,1740,1132,913711,1034320852,3258,1200,66
1403-09-15,Bus,Tehran,Qom,Iran Peyma,1574,860,931567,801147620,2386,912,50
1403-09-15,Bus,Tehran,Qom,Royal Safar,1590,1111,949423,1054808953,2891,1178,65
1403-09-15,Bus,Tehran,Qom,Ham-o-Safar,1772,1080,967279,1044661320,2722,1145,63
1403-09-15,Train,Tehran,Qom,RAJA,2255,789,1381620,1090098180,2271,836,46
